,pos: 0,pos: 1,pos: 2,pos: 3,pos: 4,pos: 5,pos: 6,pos: 7,pos: 8,Best Move
7751,1,0,0,0,2,0,0,0,0,6
7752,1,0,0,0,2,0,1,0,0,3
7753,1,0,0,2,2,0,1,0,0,8
7754,1,0,0,2,2,0,1,0,1,1
7755,1,2,0,2,2,0,1,0,1,5
7756,1,2,0,2,2,1,1,0,1,7
7757,0,0,0,0,0,0,0,0,0,6
7758,0,0,0,0,0,0,1,0,0,4
7759,0,0,0,0,2,0,1,0,0,0
7760,1,0,0,0,2,0,1,0,0,3
7761,1,0,0,2,2,0,1,0,0,5
7762,1,0,0,2,2,1,1,0,0,1
7763,1,2,0,2,2,1,1,0,0,7
7764,1,2,0,2,2,1,1,1,0,8
7765,1,2,0,2,2,1,1,1,2,2
7766,0,0,0,0,0,0,0,0,0,2
7767,0,0,1,0,0,0,0,0,0,0
7768,2,0,1,0,0,0,0,0,0,4
7769,2,0,1,0,1,0,0,0,0,6
7770,2,0,1,0,1,0,2,0,0,3
7771,2,0,1,1,1,0,2,0,0,5
7772,2,0,1,1,1,2,2,0,0,7
7773,2,0,1,1,1,2,2,1,0,1
7774,2,2,1,1,1,2,2,1,0,8
7775,0,0,0,0,0,0,0,0,0,6
7776,0,0,0,0,0,0,1,0,0,0
7777,2,0,0,0,0,0,1,0,0,2
7778,2,0,1,0,0,0,1,0,0,4
7779,2,0,1,0,2,0,1,0,0,8
7780,2,0,1,0,2,0,1,0,1,7
7781,2,0,1,0,2,0,1,2,1,1
7782,2,1,1,0,2,0,1,2,1,5
7783,2,1,1,0,2,2,1,2,1,3
7784,0,0,0,0,0,0,0,0,0,8
7785,0,0,0,0,0,0,0,0,1,0
7786,2,0,0,0,0,0,0,0,1,2
7787,2,0,1,0,0,0,0,0,1,6
7788,2,0,1,0,0,0,2,0,1,3
7789,2,0,1,1,0,0,2,0,1,5
7790,2,0,1,1,0,2,2,0,1,7
7791,2,0,1,1,0,2,2,1,1,1
7792,2,2,1,1,0,2,2,1,1,4
7793,0,0,0,0,0,0,0,0,0,0
7794,1,0,0,0,0,0,0,0,0,4
7795,1,0,0,0,2,0,0,0,0,6
7796,1,0,0,0,2,0,1,0,0,3
7797,1,0,0,2,2,0,1,0,0,1
7798,1,1,0,2,2,0,1,0,0,2
7799,1,1,2,2,2,0,1,0,0,5
7800,1,1,2,2,2,1,1,0,0,7
7801,1,1,2,2,2,1,1,2,0,8
7802,0,0,0,0,0,0,0,0,0,4
7803,0,0,0,0,1,0,0,0,0,0
7804,2,0,0,0,1,0,0,0,0,1
7805,2,1,0,0,1,0,0,0,0,7
7806,2,1,0,0,1,0,0,2,0,3
7807,2,1,0,1,1,0,0,2,0,5
7808,2,1,0,1,1,2,0,2,0,6
7809,2,1,0,1,1,2,1,2,0,2
7810,2,1,2,1,1,2,1,2,0,8
7811,0,0,0,0,0,0,0,0,0,4
7812,0,0,0,0,1,0,0,0,0,0
7813,2,0,0,0,1,0,0,0,0,6
7814,2,0,0,0,1,0,1,0,0,2
7815,2,0,2,0,1,0,1,0,0,1
7816,2,1,2,0,1,0,1,0,0,7
7817,2,1,2,0,1,0,1,2,0,5
7818,2,1,2,0,1,1,1,2,0,3
7819,2,1,2,2,1,1,1,2,0,8
7820,0,0,0,0,0,0,0,0,0,3
7821,0,0,0,1,0,0,0,0,0,4
7822,0,0,0,1,2,0,0,0,0,0
7823,1,0,0,1,2,0,0,0,0,6
7824,1,0,0,1,2,0,2,0,0,2
7825,1,0,1,1,2,0,2,0,0,1
7826,1,2,1,1,2,0,2,0,0,7
7827,1,2,1,1,2,0,2,1,0,5
7828,1,2,1,1,2,2,2,1,0,8
7829,0,0,0,0,0,0,0,0,0,1
7830,0,1,0,0,0,0,0,0,0,0
7831,2,1,0,0,0,0,0,0,0,4
7832,2,1,0,0,1,0,0,0,0,7
7833,2,1,0,0,1,0,0,2,0,6
7834,2,1,0,0,1,0,1,2,0,2
7835,2,1,2,0,1,0,1,2,0,5
7836,2,1,2,0,1,1,1,2,0,3
7837,2,1,2,2,1,1,1,2,0,8
7838,0,0,0,0,0,0,0,0,0,3
7839,0,0,0,1,0,0,0,0,0,4
7840,0,0,0,1,2,0,0,0,0,2
7841,0,0,1,1,2,0,0,0,0,0
7842,2,0,1,1,2,0,0,0,0,8
7843,2,0,1,1,2,0,0,0,1,7
7844,2,0,1,1,2,0,0,2,1,1
7845,2,1,1,1,2,0,0,2,1,5
7846,2,1,1,1,2,2,0,2,1,6
7847,0,0,0,0,0,0,0,0,0,0
7848,1,0,0,0,0,0,0,0,0,4
7849,1,0,0,0,2,0,0,0,0,6
7850,1,0,0,0,2,0,1,0,0,3
7851,1,0,0,2,2,0,1,0,0,5
7852,1,0,0,2,2,1,1,0,0,7
7853,1,0,0,2,2,1,1,2,0,1
7854,1,1,0,2,2,1,1,2,0,2
7855,1,1,2,2,2,1,1,2,0,8
7856,0,0,0,0,0,0,0,0,0,0
7857,1,0,0,0,0,0,0,0,0,4
7858,1,0,0,0,2,0,0,0,0,6
7859,1,0,0,0,2,0,1,0,0,3
7860,1,0,0,2,2,0,1,0,0,1
7861,1,1,0,2,2,0,1,0,0,2
7862,1,1,2,2,2,0,1,0,0,5
7863,1,1,2,2,2,1,1,0,0,7
7864,1,1,2,2,2,1,1,2,0,8
7865,0,0,0,0,0,0,0,0,0,3
7866,0,0,0,1,0,0,0,0,0,4
7867,0,0,0,1,2,0,0,0,0,8
7868,0,0,0,1,2,0,0,0,1,6
7869,0,0,0,1,2,0,2,0,1,2
7870,0,0,1,1,2,0,2,0,1,1
7871,0,2,1,1,2,0,2,0,1,7
7872,0,2,1,1,2,0,2,1,1,5
7873,0,2,1,1,2,2,2,1,1,0
7874,0,0,0,0,0,0,0,0,0,2
7875,0,0,1,0,0,0,0,0,0,4
7876,0,0,1,0,2,0,0,0,0,0
7877,1,0,1,0,2,0,0,0,0,1
7878,1,2,1,0,2,0,0,0,0,3
7879,1,2,1,1,2,0,0,0,0,6
7880,1,2,1,1,2,0,2,0,0,7
7881,1,2,1,1,2,0,2,1,0,8
7882,1,2,1,1,2,0,2,1,2,5
7883,0,0,0,0,0,0,0,0,0,0
7884,1,0,0,0,0,0,0,0,0,4
7885,1,0,0,0,2,0,0,0,0,2
7886,1,0,1,0,2,0,0,0,0,1
7887,1,2,1,0,2,0,0,0,0,3
7888,1,2,1,1,2,0,0,0,0,6
7889,1,2,1,1,2,0,2,0,0,7
7890,1,2,1,1,2,0,2,1,0,5
7891,1,2,1,1,2,2,2,1,0,8
7892,0,0,0,0,0,0,0,0,0,1
7893,0,1,0,0,0,0,0,0,0,4
7894,0,1,0,0,2,0,0,0,0,2
7895,0,1,1,0,2,0,0,0,0,0
7896,2,1,1,0,2,0,0,0,0,8
7897,2,1,1,0,2,0,0,0,1,3
7898,2,1,1,2,2,0,0,0,1,5
7899,0,0,0,0,0,0,0,0,0,8
7900,0,0,0,0,0,0,0,0,1,0
7901,2,0,0,0,0,0,0,0,1,6
7902,2,0,0,0,0,0,1,0,1,2
7903,2,0,2,0,0,0,1,0,1,1
7904,2,1,2,0,0,0,1,0,1,7
7905,2,1,2,0,0,0,1,2,1,5
7906,2,1,2,0,0,1,1,2,1,3
7907,2,1,2,2,0,1,1,2,1,4
7908,0,0,0,0,0,0,0,0,0,6
7909,0,0,0,0,0,0,1,0,0,4
7910,0,0,0,0,2,0,1,0,0,2
7911,0,0,1,0,2,0,1,0,0,0
7912,2,0,1,0,2,0,1,0,0,8
7913,2,0,1,0,2,0,1,0,1,7
7914,2,0,1,0,2,0,1,2,1,1
7915,2,1,1,0,2,0,1,2,1,5
7916,2,1,1,0,2,2,1,2,1,3
7917,0,0,0,0,0,0,0,0,0,6
7918,0,0,0,0,0,0,1,0,0,0
7919,2,0,0,0,0,0,1,0,0,4
7920,2,0,0,0,1,0,1,0,0,2
7921,2,0,2,0,1,0,1,0,0,1
7922,2,1,2,0,1,0,1,0,0,7
7923,2,1,2,0,1,0,1,2,0,3
7924,2,1,2,1,1,0,1,2,0,5
7925,2,1,2,1,1,2,1,2,0,8
7926,0,0,0,0,0,0,0,0,0,3
7927,0,0,0,1,0,0,0,0,0,4
7928,0,0,0,1,2,0,0,0,0,6
7929,0,0,0,1,2,0,1,0,0,0
7930,2,0,0,1,2,0,1,0,0,8
7931,2,0,0,1,2,0,1,0,1,1
7932,2,2,0,1,2,0,1,0,1,2
7933,2,2,1,1,2,0,1,0,1,7
7934,0,0,0,0,0,0,0,0,0,0
7935,1,0,0,0,0,0,0,0,0,4
7936,1,0,0,0,2,0,0,0,0,2
7937,1,0,1,0,2,0,0,0,0,1
7938,1,2,1,0,2,0,0,0,0,3
7939,1,2,1,1,2,0,0,0,0,6
7940,1,2,1,1,2,0,2,0,0,7
7941,1,2,1,1,2,0,2,1,0,8
7942,1,2,1,1,2,0,2,1,2,5
7943,0,0,0,0,0,0,0,0,0,4
7944,0,0,0,0,1,0,0,0,0,0
7945,2,0,0,0,1,0,0,0,0,2
7946,2,0,1,0,1,0,0,0,0,6
7947,2,0,1,0,1,0,2,0,0,3
7948,2,0,1,1,1,0,2,0,0,5
7949,2,0,1,1,1,2,2,0,0,1
7950,2,1,1,1,1,2,2,0,0,7
7951,2,1,1,1,1,2,2,2,0,8
7952,0,0,0,0,0,0,0,0,0,4
7953,0,0,0,0,1,0,0,0,0,0
7954,2,0,0,0,1,0,0,0,0,1
7955,2,1,0,0,1,0,0,0,0,7
7956,2,1,0,0,1,0,0,2,0,3
7957,2,1,0,1,1,0,0,2,0,5
7958,2,1,0,1,1,2,0,2,0,6
7959,2,1,0,1,1,2,1,2,0,2
7960,2,1,2,1,1,2,1,2,0,8
7961,0,0,0,0,0,0,0,0,0,2
7962,0,0,1,0,0,0,0,0,0,0
7963,2,0,1,0,0,0,0,0,0,6
7964,2,0,1,0,0,0,1,0,0,4
7965,2,0,1,0,2,0,1,0,0,8
7966,2,0,1,0,2,0,1,0,1,7
7967,2,0,1,0,2,0,1,2,1,1
7968,2,1,1,0,2,0,1,2,1,5
7969,2,1,1,0,2,2,1,2,1,3
7970,0,0,0,0,0,0,0,0,0,4
7971,0,0,0,0,1,0,0,0,0,0
7972,2,0,0,0,1,0,0,0,0,2
7973,2,0,1,0,1,0,0,0,0,6
7974,2,0,1,0,1,0,2,0,0,3
7975,2,0,1,1,1,0,2,0,0,5
7976,2,0,1,1,1,2,2,0,0,7
7977,2,0,1,1,1,2,2,1,0,1
7978,2,2,1,1,1,2,2,1,0,8
7979,0,0,0,0,0,0,0,0,0,0
7980,1,0,0,0,0,0,0,0,0,4
7981,1,0,0,0,2,0,0,0,0,2
7982,1,0,1,0,2,0,0,0,0,1
7983,1,2,1,0,2,0,0,0,0,7
7984,1,2,1,0,2,0,0,1,0,5
7985,1,2,1,0,2,2,0,1,0,3
7986,1,2,1,1,2,2,0,1,0,6
7987,1,2,1,1,2,2,2,1,0,8
7988,0,0,0,0,0,0,0,0,0,8
7989,0,0,0,0,0,0,0,0,1,0
7990,2,0,0,0,0,0,0,0,1,4
7991,2,0,0,0,1,0,0,0,1,6
7992,2,0,0,0,1,0,2,0,1,3
7993,2,0,0,1,1,0,2,0,1,1
7994,2,2,0,1,1,0,2,0,1,2
7995,2,2,1,1,1,0,2,0,1,5
7996,2,2,1,1,1,2,2,0,1,7
7997,0,0,0,0,0,0,0,0,0,2
7998,0,0,1,0,0,0,0,0,0,0
7999,2,0,1,0,0,0,0,0,0,6
8000,2,0,1,0,0,0,1,0,0,4
8001,2,0,1,0,2,0,1,0,0,8
8002,2,0,1,0,2,0,1,0,1,5
8003,2,0,1,0,2,2,1,0,1,3
8004,2,0,1,1,2,2,1,0,1,7
8005,2,0,1,1,2,2,1,2,1,1
8006,0,0,0,0,0,0,0,0,0,0
8007,1,0,0,0,0,0,0,0,0,4
8008,1,0,0,0,2,0,0,0,0,6
8009,1,0,0,0,2,0,1,0,0,3
8010,1,0,0,2,2,0,1,0,0,1
8011,1,1,0,2,2,0,1,0,0,2
8012,1,1,2,2,2,0,1,0,0,5
8013,1,1,2,2,2,1,1,0,0,8
8014,1,1,2,2,2,1,1,0,2,7
8015,0,0,0,0,0,0,0,0,0,0
8016,1,0,0,0,0,0,0,0,0,4
8017,1,0,0,0,2,0,0,0,0,2
8018,1,0,1,0,2,0,0,0,0,1
8019,1,2,1,0,2,0,0,0,0,3
8020,1,2,1,1,2,0,0,0,0,6
8021,1,2,1,1,2,0,2,0,0,7
8022,1,2,1,1,2,0,2,1,0,8
8023,1,2,1,1,2,0,2,1,2,5
8024,0,0,0,0,0,0,0,0,0,1
8025,0,1,0,0,0,0,0,0,0,4
8026,0,1,0,0,2,0,0,0,0,0
8027,1,1,0,0,2,0,0,0,0,2
8028,1,1,2,0,2,0,0,0,0,6
8029,1,1,2,0,2,0,1,0,0,3
8030,1,1,2,2,2,0,1,0,0,5
8031,1,1,2,2,2,1,1,0,0,7
8032,1,1,2,2,2,1,1,2,0,8
8033,0,0,0,0,0,0,0,0,0,5
8034,0,0,0,0,0,1,0,0,0,4
8035,0,0,0,0,2,1,0,0,0,2
8036,0,0,1,0,2,1,0,0,0,1
8037,0,2,1,0,2,1,0,0,0,7
8038,0,2,1,0,2,1,0,1,0,8
8039,0,2,1,0,2,1,0,1,2,0
8040,1,2,1,0,2,1,0,1,2,6
8041,1,2,1,0,2,1,2,1,2,3
8042,0,0,0,0,0,0,0,0,0,4
8043,0,0,0,0,1,0,0,0,0,0
8044,2,0,0,0,1,0,0,0,0,3
8045,2,0,0,1,1,0,0,0,0,5
8046,2,0,0,1,1,2,0,0,0,2
8047,2,0,1,1,1,2,0,0,0,6
8048,2,0,1,1,1,2,2,0,0,7
8049,2,0,1,1,1,2,2,1,0,1
8050,2,2,1,1,1,2,2,1,0,8
8051,0,0,0,0,0,0,0,0,0,4
8052,0,0,0,0,1,0,0,0,0,0
8053,2,0,0,0,1,0,0,0,0,2
8054,2,0,1,0,1,0,0,0,0,6
8055,2,0,1,0,1,0,2,0,0,3
8056,2,0,1,1,1,0,2,0,0,5
8057,2,0,1,1,1,2,2,0,0,7
8058,2,0,1,1,1,2,2,1,0,1
8059,2,2,1,1,1,2,2,1,0,8
8060,0,0,0,0,0,0,0,0,0,0
8061,1,0,0,0,0,0,0,0,0,4
8062,1,0,0,0,2,0,0,0,0,6
8063,1,0,0,0,2,0,1,0,0,3
8064,1,0,0,2,2,0,1,0,0,7
8065,1,0,0,2,2,0,1,1,0,5
8066,0,0,0,0,0,0,0,0,0,0
8067,1,0,0,0,0,0,0,0,0,4
8068,1,0,0,0,2,0,0,0,0,6
8069,1,0,0,0,2,0,1,0,0,3
8070,1,0,0,2,2,0,1,0,0,1
8071,1,1,0,2,2,0,1,0,0,2
8072,1,1,2,2,2,0,1,0,0,5
8073,1,1,2,2,2,1,1,0,0,7
8074,1,1,2,2,2,1,1,2,0,8
8075,0,0,0,0,0,0,0,0,0,0
8076,1,0,0,0,0,0,0,0,0,4
8077,1,0,0,0,2,0,0,0,0,6
8078,1,0,0,0,2,0,1,0,0,3
8079,1,0,0,2,2,0,1,0,0,1
8080,1,1,0,2,2,0,1,0,0,2
8081,1,1,2,2,2,0,1,0,0,5
8082,1,1,2,2,2,1,1,0,0,7
8083,1,1,2,2,2,1,1,2,0,8
8084,0,0,0,0,0,0,0,0,0,0
8085,1,0,0,0,0,0,0,0,0,4
8086,1,0,0,0,2,0,0,0,0,6
8087,1,0,0,0,2,0,1,0,0,3
8088,1,0,0,2,2,0,1,0,0,1
8089,1,1,0,2,2,0,1,0,0,2
8090,1,1,2,2,2,0,1,0,0,5
8091,1,1,2,2,2,1,1,0,0,7
8092,1,1,2,2,2,1,1,2,0,8
8093,0,0,0,0,0,0,0,0,0,4
8094,0,0,0,0,1,0,0,0,0,0
8095,2,0,0,0,1,0,0,0,0,1
8096,2,1,0,0,1,0,0,0,0,7
8097,2,1,0,0,1,0,0,2,0,3
8098,2,1,0,1,1,0,0,2,0,5
8099,2,1,0,1,1,2,0,2,0,6
8100,2,1,0,1,1,2,1,2,0,2
8101,2,1,2,1,1,2,1,2,0,8
8102,0,0,0,0,0,0,0,0,0,0
8103,1,0,0,0,0,0,0,0,0,4
8104,1,0,0,0,2,0,0,0,0,6
8105,1,0,0,0,2,0,1,0,0,3
8106,1,0,0,2,2,0,1,0,0,1
8107,1,1,0,2,2,0,1,0,0,2
8108,1,1,2,2,2,0,1,0,0,5
8109,1,1,2,2,2,1,1,0,0,8
8110,1,1,2,2,2,1,1,0,2,7
8111,0,0,0,0,0,0,0,0,0,8
8112,0,0,0,0,0,0,0,0,1,0
8113,2,0,0,0,0,0,0,0,1,2
8114,2,0,1,0,0,0,0,0,1,6
8115,2,0,1,0,0,0,2,0,1,3
8116,2,0,1,1,0,0,2,0,1,5
8117,2,0,1,1,0,2,2,0,1,4
8118,2,0,1,1,1,2,2,0,1,1
8119,2,2,1,1,1,2,2,0,1,7
8120,0,0,0,0,0,0,0,0,0,0
8121,1,0,0,0,0,0,0,0,0,4
8122,1,0,0,0,2,0,0,0,0,2
8123,1,0,1,0,2,0,0,0,0,1
8124,1,2,1,0,2,0,0,0,0,7
8125,1,2,1,0,2,0,0,1,0,5
8126,1,2,1,0,2,2,0,1,0,3
8127,1,2,1,1,2,2,0,1,0,6
8128,1,2,1,1,2,2,2,1,0,8
8129,0,0,0,0,0,0,0,0,0,0
8130,1,0,0,0,0,0,0,0,0,4
8131,1,0,0,0,2,0,0,0,0,6
8132,1,0,0,0,2,0,1,0,0,3
8133,1,0,0,2,2,0,1,0,0,1
8134,1,1,0,2,2,0,1,0,0,2
8135,1,1,2,2,2,0,1,0,0,5
8136,1,1,2,2,2,1,1,0,0,7
8137,1,1,2,2,2,1,1,2,0,8
8138,0,0,0,0,0,0,0,0,0,3
8139,0,0,0,1,0,0,0,0,0,4
8140,0,0,0,1,2,0,0,0,0,6
8141,0,0,0,1,2,0,1,0,0,0
8142,2,0,0,1,2,0,1,0,0,8
8143,2,0,0,1,2,0,1,0,1,1
8144,2,2,0,1,2,0,1,0,1,2
8145,2,2,1,1,2,0,1,0,1,7
8146,0,0,0,0,0,0,0,0,0,1
8147,0,1,0,0,0,0,0,0,0,4
8148,0,1,0,0,2,0,0,0,0,8
8149,0,1,0,0,2,0,0,0,1,3
8150,0,1,0,2,2,0,0,0,1,2
8151,0,1,1,2,2,0,0,0,1,0
8152,2,1,1,2,2,0,0,0,1,5
8153,0,0,0,0,0,0,0,0,0,2
8154,0,0,1,0,0,0,0,0,0,0
8155,2,0,1,0,0,0,0,0,0,6
8156,2,0,1,0,0,0,1,0,0,4
8157,2,0,1,0,2,0,1,0,0,8
8158,2,0,1,0,2,0,1,0,1,5
8159,2,0,1,0,2,2,1,0,1,3
8160,2,0,1,1,2,2,1,0,1,7
8161,2,0,1,1,2,2,1,2,1,1
8162,0,0,0,0,0,0,0,0,0,4
8163,0,0,0,0,1,0,0,0,0,0
8164,2,0,0,0,1,0,0,0,0,6
8165,2,0,0,0,1,0,1,0,0,2
8166,2,0,2,0,1,0,1,0,0,1
8167,2,1,2,0,1,0,1,0,0,7
8168,2,1,2,0,1,0,1,2,0,3
8169,2,1,2,1,1,0,1,2,0,5
8170,2,1,2,1,1,2,1,2,0,8
8171,0,0,0,0,0,0,0,0,0,8
8172,0,0,0,0,0,0,0,0,1,0
8173,2,0,0,0,0,0,0,0,1,2
8174,2,0,1,0,0,0,0,0,1,6
8175,2,0,1,0,0,0,2,0,1,3
8176,2,0,1,1,0,0,2,0,1,5
8177,2,0,1,1,0,2,2,0,1,1
8178,2,1,1,1,0,2,2,0,1,7
8179,2,1,1,1,0,2,2,2,1,4
8180,0,0,0,0,0,0,0,0,0,4
8181,0,0,0,0,1,0,0,0,0,0
8182,2,0,0,0,1,0,0,0,0,2
8183,2,0,1,0,1,0,0,0,0,6
8184,2,0,1,0,1,0,2,0,0,3
8185,2,0,1,1,1,0,2,0,0,5
8186,2,0,1,1,1,2,2,0,0,1
8187,2,1,1,1,1,2,2,0,0,7
8188,2,1,1,1,1,2,2,2,0,8
8189,0,0,0,0,0,0,0,0,0,6
8190,0,0,0,0,0,0,1,0,0,0
8191,2,0,0,0,0,0,1,0,0,1
8192,2,1,0,0,0,0,1,0,0,4
8193,2,1,0,0,2,0,1,0,0,8
8194,2,1,0,0,2,0,1,0,1,5
8195,2,1,0,0,2,2,1,0,1,3
8196,2,1,0,1,2,2,1,0,1,7
8197,2,1,0,1,2,2,1,2,1,2
8198,0,0,0,0,0,0,0,0,0,0
8199,1,0,0,0,0,0,0,0,0,4
8200,1,0,0,0,2,0,0,0,0,2
8201,1,0,1,0,2,0,0,0,0,1
8202,1,2,1,0,2,0,0,0,0,3
8203,1,2,1,1,2,0,0,0,0,6
8204,1,2,1,1,2,0,2,0,0,7
8205,1,2,1,1,2,0,2,1,0,5
8206,1,2,1,1,2,2,2,1,0,8
8207,0,0,0,0,0,0,0,0,0,4
8208,0,0,0,0,1,0,0,0,0,0
8209,2,0,0,0,1,0,0,0,0,1
8210,2,1,0,0,1,0,0,0,0,7
8211,2,1,0,0,1,0,0,2,0,6
8212,2,1,0,0,1,0,1,2,0,2
8213,2,1,2,0,1,0,1,2,0,3
8214,2,1,2,1,1,0,1,2,0,5
8215,2,1,2,1,1,2,1,2,0,8
8216,0,0,0,0,0,0,0,0,0,4
8217,0,0,0,0,1,0,0,0,0,0
8218,2,0,0,0,1,0,0,0,0,6
8219,2,0,0,0,1,0,1,0,0,2
8220,2,0,2,0,1,0,1,0,0,1
8221,2,1,2,0,1,0,1,0,0,7
8222,2,1,2,0,1,0,1,2,0,5
8223,2,1,2,0,1,1,1,2,0,3
8224,2,1,2,2,1,1,1,2,0,8
8225,0,0,0,0,0,0,0,0,0,4
8226,0,0,0,0,1,0,0,0,0,0
8227,2,0,0,0,1,0,0,0,0,3
8228,2,0,0,1,1,0,0,0,0,5
8229,2,0,0,1,1,2,0,0,0,1
8230,2,1,0,1,1,2,0,0,0,7
8231,2,1,0,1,1,2,0,2,0,2
8232,2,1,1,1,1,2,0,2,0,6
8233,2,1,1,1,1,2,2,2,0,8
8234,0,0,0,0,0,0,0,0,0,4
8235,0,0,0,0,1,0,0,0,0,0
8236,2,0,0,0,1,0,0,0,0,1
8237,2,1,0,0,1,0,0,0,0,7
8238,2,1,0,0,1,0,0,2,0,3
8239,2,1,0,1,1,0,0,2,0,5
8240,2,1,0,1,1,2,0,2,0,6
8241,2,1,0,1,1,2,1,2,0,2
8242,2,1,2,1,1,2,1,2,0,8
8243,0,0,0,0,0,0,0,0,0,0
8244,1,0,0,0,0,0,0,0,0,4
8245,1,0,0,0,2,0,0,0,0,6
8246,1,0,0,0,2,0,1,0,0,3
8247,1,0,0,2,2,0,1,0,0,5
8248,1,0,0,2,2,1,1,0,0,1
8249,1,2,0,2,2,1,1,0,0,7
8250,1,2,0,2,2,1,1,1,0,8
8251,1,2,0,2,2,1,1,1,2,2
8252,0,0,0,0,0,0,0,0,0,1
8253,0,1,0,0,0,0,0,0,0,4
8254,0,1,0,0,2,0,0,0,0,0
8255,1,1,0,0,2,0,0,0,0,2
8256,1,1,2,0,2,0,0,0,0,6
8257,1,1,2,0,2,0,1,0,0,3
8258,1,1,2,2,2,0,1,0,0,5
8259,1,1,2,2,2,1,1,0,0,7
8260,1,1,2,2,2,1,1,2,0,8
8261,0,0,0,0,0,0,0,0,0,4
8262,0,0,0,0,1,0,0,0,0,0
8263,2,0,0,0,1,0,0,0,0,1
8264,2,1,0,0,1,0,0,0,0,7
8265,2,1,0,0,1,0,0,2,0,3
8266,2,1,0,1,1,0,0,2,0,5
8267,2,1,0,1,1,2,0,2,0,2
8268,2,1,1,1,1,2,0,2,0,6
8269,2,1,1,1,1,2,2,2,0,8
8270,0,0,0,0,0,0,0,0,0,4
8271,0,0,0,0,1,0,0,0,0,0
8272,2,0,0,0,1,0,0,0,0,2
8273,2,0,1,0,1,0,0,0,0,6
8274,2,0,1,0,1,0,2,0,0,3
8275,2,0,1,1,1,0,2,0,0,5
8276,2,0,1,1,1,2,2,0,0,7
8277,2,0,1,1,1,2,2,1,0,1
8278,2,2,1,1,1,2,2,1,0,8
8279,0,0,0,0,0,0,0,0,0,4
8280,0,0,0,0,1,0,0,0,0,0
8281,2,0,0,0,1,0,0,0,0,1
8282,2,1,0,0,1,0,0,0,0,7
8283,2,1,0,0,1,0,0,2,0,3
8284,2,1,0,1,1,0,0,2,0,5
8285,2,1,0,1,1,2,0,2,0,2
8286,2,1,1,1,1,2,0,2,0,6
8287,2,1,1,1,1,2,2,2,0,8
8288,0,0,0,0,0,0,0,0,0,4
8289,0,0,0,0,1,0,0,0,0,0
8290,2,0,0,0,1,0,0,0,0,2
8291,2,0,1,0,1,0,0,0,0,6
8292,2,0,1,0,1,0,2,0,0,3
8293,2,0,1,1,1,0,2,0,0,5
8294,2,0,1,1,1,2,2,0,0,1
8295,2,1,1,1,1,2,2,0,0,7
8296,2,1,1,1,1,2,2,2,0,8
8297,0,0,0,0,0,0,0,0,0,4
8298,0,0,0,0,1,0,0,0,0,0
8299,2,0,0,0,1,0,0,0,0,3
8300,2,0,0,1,1,0,0,0,0,5
8301,2,0,0,1,1,2,0,0,0,1
8302,2,1,0,1,1,2,0,0,0,7
8303,2,1,0,1,1,2,0,2,0,2
8304,2,1,1,1,1,2,0,2,0,6
8305,2,1,1,1,1,2,2,2,0,8
8306,0,0,0,0,0,0,0,0,0,2
8307,0,0,1,0,0,0,0,0,0,0
8308,2,0,1,0,0,0,0,0,0,4
8309,2,0,1,0,1,0,0,0,0,6
8310,2,0,1,0,1,0,2,0,0,3
8311,2,0,1,1,1,0,2,0,0,5
8312,2,0,1,1,1,2,2,0,0,7
8313,2,0,1,1,1,2,2,1,0,1
8314,2,2,1,1,1,2,2,1,0,8
8315,0,0,0,0,0,0,0,0,0,6
8316,0,0,0,0,0,0,1,0,0,0
8317,2,0,0,0,0,0,1,0,0,1
8318,2,1,0,0,0,0,1,0,0,4
8319,2,1,0,0,2,0,1,0,0,8
8320,2,1,0,0,2,0,1,0,1,5
8321,2,1,0,0,2,2,1,0,1,3
8322,2,1,0,1,2,2,1,0,1,7
8323,2,1,0,1,2,2,1,2,1,2
8324,0,0,0,0,0,0,0,0,0,4
8325,0,0,0,0,1,0,0,0,0,0
8326,2,0,0,0,1,0,0,0,0,6
8327,2,0,0,0,1,0,1,0,0,2
8328,2,0,2,0,1,0,1,0,0,1
8329,2,1,2,0,1,0,1,0,0,7
8330,2,1,2,0,1,0,1,2,0,3
8331,2,1,2,1,1,0,1,2,0,5
8332,2,1,2,1,1,2,1,2,0,8
8333,0,0,0,0,0,0,0,0,0,6
8334,0,0,0,0,0,0,1,0,0,0
8335,2,0,0,0,0,0,1,0,0,4
8336,2,0,0,0,1,0,1,0,0,2
8337,2,0,2,0,1,0,1,0,0,1
8338,2,1,2,0,1,0,1,0,0,7
8339,2,1,2,0,1,0,1,2,0,5
8340,2,1,2,0,1,1,1,2,0,3
8341,2,1,2,2,1,1,1,2,0,8
8342,0,0,0,0,0,0,0,0,0,2
8343,0,0,1,0,0,0,0,0,0,4
8344,0,0,1,0,2,0,0,0,0,0
8345,1,0,1,0,2,0,0,0,0,1
8346,1,2,1,0,2,0,0,0,0,3
8347,1,2,1,1,2,0,0,0,0,6
8348,1,2,1,1,2,0,2,0,0,7
8349,1,2,1,1,2,0,2,1,0,8
8350,1,2,1,1,2,0,2,1,2,5
8351,0,0,0,0,0,0,0,0,0,0
8352,1,0,0,0,0,0,0,0,0,4
8353,1,0,0,0,2,0,0,0,0,2
8354,1,0,1,0,2,0,0,0,0,1
8355,1,2,1,0,2,0,0,0,0,7
8356,1,2,1,0,2,0,0,1,0,5
