,pos: 0,pos: 1,pos: 2,pos: 3,pos: 4,pos: 5,pos: 6,pos: 7,pos: 8,Best Move
2126,2,1,0,0,2,2,1,0,1,3
2127,2,1,0,1,2,2,1,0,1,7
2128,2,1,0,1,2,2,1,2,1,2
2129,0,0,0,0,0,0,0,0,0,2
2130,0,0,1,0,0,0,0,0,0,0
2131,2,0,1,0,0,0,0,0,0,4
2132,2,0,1,0,1,0,0,0,0,6
2133,2,0,1,0,1,0,2,0,0,3
2134,2,0,1,1,1,0,2,0,0,5
2135,2,0,1,1,1,2,2,0,0,1
2136,2,1,1,1,1,2,2,0,0,7
2137,2,1,1,1,1,2,2,2,0,8
2138,0,0,0,0,0,0,0,0,0,3
2139,0,0,0,1,0,0,0,0,0,4
2140,0,0,0,1,2,0,0,0,0,0
2141,1,0,0,1,2,0,0,0,0,6
2142,1,0,0,1,2,0,2,0,0,2
2143,1,0,1,1,2,0,2,0,0,1
2144,1,2,1,1,2,0,2,0,0,7
2145,1,2,1,1,2,0,2,1,0,5
2146,1,2,1,1,2,2,2,1,0,8
2147,0,0,0,0,0,0,0,0,0,4
2148,0,0,0,0,1,0,0,0,0,0
2149,2,0,0,0,1,0,0,0,0,6
2150,2,0,0,0,1,0,1,0,0,2
2151,2,0,2,0,1,0,1,0,0,1
2152,2,1,2,0,1,0,1,0,0,7
2153,2,1,2,0,1,0,1,2,0,3
2154,2,1,2,1,1,0,1,2,0,5
2155,2,1,2,1,1,2,1,2,0,8
2156,0,0,0,0,0,0,0,0,0,4
2157,0,0,0,0,1,0,0,0,0,0
2158,2,0,0,0,1,0,0,0,0,2
2159,2,0,1,0,1,0,0,0,0,6
2160,2,0,1,0,1,0,2,0,0,3
2161,2,0,1,1,1,0,2,0,0,5
2162,2,0,1,1,1,2,2,0,0,7
2163,2,0,1,1,1,2,2,1,0,1
2164,2,2,1,1,1,2,2,1,0,8
2165,0,0,0,0,0,0,0,0,0,0
2166,1,0,0,0,0,0,0,0,0,4
2167,1,0,0,0,2,0,0,0,0,2
2168,1,0,1,0,2,0,0,0,0,1
2169,1,2,1,0,2,0,0,0,0,5
2170,1,2,1,0,2,1,0,0,0,7
2171,0,0,0,0,0,0,0,0,0,1
2172,0,1,0,0,0,0,0,0,0,4
2173,0,1,0,0,2,0,0,0,0,5
2174,0,1,0,0,2,1,0,0,0,0
2175,2,1,0,0,2,1,0,0,0,8
2176,2,1,0,0,2,1,0,0,1,6
2177,2,1,0,0,2,1,2,0,1,3
2178,2,1,0,1,2,1,2,0,1,2
2179,0,0,0,0,0,0,0,0,0,0
2180,1,0,0,0,0,0,0,0,0,4
2181,1,0,0,0,2,0,0,0,0,5
2182,1,0,0,0,2,1,0,0,0,6
2183,1,0,0,0,2,1,2,0,0,2
2184,1,0,1,0,2,1,2,0,0,1
2185,1,2,1,0,2,1,2,0,0,7
2186,1,2,1,0,2,1,2,1,0,8
2187,1,2,1,0,2,1,2,1,2,3
2188,0,0,0,0,0,0,0,0,0,0
2189,1,0,0,0,0,0,0,0,0,4
2190,1,0,0,0,2,0,0,0,0,2
2191,1,0,1,0,2,0,0,0,0,1
2192,1,2,1,0,2,0,0,0,0,3
2193,1,2,1,1,2,0,0,0,0,6
2194,1,2,1,1,2,0,2,0,0,7
2195,1,2,1,1,2,0,2,1,0,5
2196,1,2,1,1,2,2,2,1,0,8
2197,0,0,0,0,0,0,0,0,0,0
2198,1,0,0,0,0,0,0,0,0,4
2199,1,0,0,0,2,0,0,0,0,3
2200,1,0,0,1,2,0,0,0,0,6
2201,1,0,0,1,2,0,2,0,0,2
2202,1,0,1,1,2,0,2,0,0,1
2203,1,2,1,1,2,0,2,0,0,7
2204,1,2,1,1,2,0,2,1,0,8
2205,1,2,1,1,2,0,2,1,2,5
2206,0,0,0,0,0,0,0,0,0,0
2207,1,0,0,0,0,0,0,0,0,4
2208,1,0,0,0,2,0,0,0,0,3
2209,1,0,0,1,2,0,0,0,0,6
2210,1,0,0,1,2,0,2,0,0,2
2211,1,0,1,1,2,0,2,0,0,1
2212,1,2,1,1,2,0,2,0,0,7
2213,1,2,1,1,2,0,2,1,0,5
2214,1,2,1,1,2,2,2,1,0,8
2215,0,0,0,0,0,0,0,0,0,3
2216,0,0,0,1,0,0,0,0,0,4
2217,0,0,0,1,2,0,0,0,0,2
2218,0,0,1,1,2,0,0,0,0,0
2219,2,0,1,1,2,0,0,0,0,8
2220,2,0,1,1,2,0,0,0,1,7
2221,2,0,1,1,2,0,0,2,1,1
2222,2,1,1,1,2,0,0,2,1,5
2223,2,1,1,1,2,2,0,2,1,6
2224,0,0,0,0,0,0,0,0,0,4
2225,0,0,0,0,1,0,0,0,0,0
2226,2,0,0,0,1,0,0,0,0,2
2227,2,0,1,0,1,0,0,0,0,6
2228,2,0,1,0,1,0,2,0,0,3
2229,2,0,1,1,1,0,2,0,0,5
2230,2,0,1,1,1,2,2,0,0,1
2231,2,1,1,1,1,2,2,0,0,7
2232,2,1,1,1,1,2,2,2,0,8
2233,0,0,0,0,0,0,0,0,0,8
2234,0,0,0,0,0,0,0,0,1,0
2235,2,0,0,0,0,0,0,0,1,2
2236,2,0,1,0,0,0,0,0,1,6
2237,2,0,1,0,0,0,2,0,1,3
2238,2,0,1,1,0,0,2,0,1,5
2239,2,0,1,1,0,2,2,0,1,4
2240,2,0,1,1,1,2,2,0,1,1
2241,2,2,1,1,1,2,2,0,1,7
2242,0,0,0,0,0,0,0,0,0,2
2243,0,0,1,0,0,0,0,0,0,0
2244,2,0,1,0,0,0,0,0,0,4
2245,2,0,1,0,1,0,0,0,0,6
2246,2,0,1,0,1,0,2,0,0,3
2247,2,0,1,1,1,0,2,0,0,5
2248,2,0,1,1,1,2,2,0,0,7
2249,2,0,1,1,1,2,2,1,0,1
2250,2,2,1,1,1,2,2,1,0,8
2251,0,0,0,0,0,0,0,0,0,3
2252,0,0,0,1,0,0,0,0,0,0
2253,2,0,0,1,0,0,0,0,0,4
2254,2,0,0,1,1,0,0,0,0,5
2255,2,0,0,1,1,2,0,0,0,1
2256,2,1,0,1,1,2,0,0,0,7
2257,2,1,0,1,1,2,0,2,0,2
2258,2,1,1,1,1,2,0,2,0,6
2259,2,1,1,1,1,2,2,2,0,8
2260,0,0,0,0,0,0,0,0,0,2
2261,0,0,1,0,0,0,0,0,0,0
2262,2,0,1,0,0,0,0,0,0,4
2263,2,0,1,0,1,0,0,0,0,6
2264,2,0,1,0,1,0,2,0,0,3
2265,2,0,1,1,1,0,2,0,0,5
2266,2,0,1,1,1,2,2,0,0,1
2267,2,1,1,1,1,2,2,0,0,7
2268,2,1,1,1,1,2,2,2,0,8
2269,0,0,0,0,0,0,0,0,0,0
2270,1,0,0,0,0,0,0,0,0,4
2271,1,0,0,0,2,0,0,0,0,3
2272,1,0,0,1,2,0,0,0,0,6
2273,1,0,0,1,2,0,2,0,0,2
2274,1,0,1,1,2,0,2,0,0,1
2275,1,2,1,1,2,0,2,0,0,7
2276,1,2,1,1,2,0,2,1,0,5
2277,1,2,1,1,2,2,2,1,0,8
2278,0,0,0,0,0,0,0,0,0,0
2279,1,0,0,0,0,0,0,0,0,4
2280,1,0,0,0,2,0,0,0,0,2
2281,1,0,1,0,2,0,0,0,0,1
2282,1,2,1,0,2,0,0,0,0,5
2283,1,2,1,0,2,1,0,0,0,7
2284,0,0,0,0,0,0,0,0,0,2
2285,0,0,1,0,0,0,0,0,0,0
2286,2,0,1,0,0,0,0,0,0,4
2287,2,0,1,0,1,0,0,0,0,6
2288,2,0,1,0,1,0,2,0,0,3
2289,2,0,1,1,1,0,2,0,0,5
2290,2,0,1,1,1,2,2,0,0,7
2291,2,0,1,1,1,2,2,1,0,1
2292,2,2,1,1,1,2,2,1,0,8
2293,0,0,0,0,0,0,0,0,0,4
2294,0,0,0,0,1,0,0,0,0,0
2295,2,0,0,0,1,0,0,0,0,3
2296,2,0,0,1,1,0,0,0,0,2
2297,2,0,2,1,1,0,0,0,0,1
2298,2,1,2,1,1,0,0,0,0,5
2299,2,1,2,1,1,2,0,0,0,7
2300,0,0,0,0,0,0,0,0,0,4
2301,0,0,0,0,1,0,0,0,0,0
2302,2,0,0,0,1,0,0,0,0,3
2303,2,0,0,1,1,0,0,0,0,5
2304,2,0,0,1,1,2,0,0,0,2
2305,2,0,1,1,1,2,0,0,0,6
2306,2,0,1,1,1,2,2,0,0,1
2307,2,1,1,1,1,2,2,0,0,7
2308,2,1,1,1,1,2,2,2,0,8
2309,0,0,0,0,0,0,0,0,0,0
2310,1,0,0,0,0,0,0,0,0,4
2311,1,0,0,0,2,0,0,0,0,2
2312,1,0,1,0,2,0,0,0,0,1
2313,1,2,1,0,2,0,0,0,0,7
2314,1,2,1,0,2,0,0,1,0,5
2315,1,2,1,0,2,2,0,1,0,3
2316,1,2,1,1,2,2,0,1,0,6
2317,1,2,1,1,2,2,2,1,0,8
2318,0,0,0,0,0,0,0,0,0,6
2319,0,0,0,0,0,0,1,0,0,4
2320,0,0,0,0,2,0,1,0,0,0
2321,1,0,0,0,2,0,1,0,0,3
2322,1,0,0,2,2,0,1,0,0,1
2323,1,1,0,2,2,0,1,0,0,2
2324,1,1,2,2,2,0,1,0,0,5
2325,1,1,2,2,2,1,1,0,0,8
2326,1,1,2,2,2,1,1,0,2,7
2327,0,0,0,0,0,0,0,0,0,0
2328,1,0,0,0,0,0,0,0,0,4
2329,1,0,0,0,2,0,0,0,0,7
2330,1,0,0,0,2,0,0,1,0,2
2331,1,0,2,0,2,0,0,1,0,6
2332,1,0,2,0,2,0,1,1,0,3
2333,1,0,2,2,2,0,1,1,0,5
2334,1,0,2,2,2,1,1,1,0,8
2335,1,0,2,2,2,1,1,1,2,1
2336,0,0,0,0,0,0,0,0,0,0
2337,1,0,0,0,0,0,0,0,0,4
2338,1,0,0,0,2,0,0,0,0,2
2339,1,0,1,0,2,0,0,0,0,1
2340,1,2,1,0,2,0,0,0,0,5
2341,1,2,1,0,2,1,0,0,0,7
2342,0,0,0,0,0,0,0,0,0,2
2343,0,0,1,0,0,0,0,0,0,0
2344,2,0,1,0,0,0,0,0,0,4
2345,2,0,1,0,1,0,0,0,0,6
2346,2,0,1,0,1,0,2,0,0,3
2347,2,0,1,1,1,0,2,0,0,5
2348,2,0,1,1,1,2,2,0,0,1
2349,2,1,1,1,1,2,2,0,0,7
2350,2,1,1,1,1,2,2,2,0,8
2351,0,0,0,0,0,0,0,0,0,8
2352,0,0,0,0,0,0,0,0,1,0
2353,2,0,0,0,0,0,0,0,1,2
2354,2,0,1,0,0,0,0,0,1,6
2355,2,0,1,0,0,0,2,0,1,3
2356,2,0,1,1,0,0,2,0,1,5
2357,2,0,1,1,0,2,2,0,1,1
2358,2,1,1,1,0,2,2,0,1,7
2359,2,1,1,1,0,2,2,2,1,4
2360,0,0,0,0,0,0,0,0,0,0
2361,1,0,0,0,0,0,0,0,0,4
2362,1,0,0,0,2,0,0,0,0,1
2363,1,1,0,0,2,0,0,0,0,2
2364,1,1,2,0,2,0,0,0,0,6
2365,1,1,2,0,2,0,1,0,0,3
2366,1,1,2,2,2,0,1,0,0,5
2367,1,1,2,2,2,1,1,0,0,7
2368,1,1,2,2,2,1,1,2,0,8
2369,0,0,0,0,0,0,0,0,0,0
2370,1,0,0,0,0,0,0,0,0,4
2371,1,0,0,0,2,0,0,0,0,6
2372,1,0,0,0,2,0,1,0,0,3
2373,1,0,0,2,2,0,1,0,0,5
2374,1,0,0,2,2,1,1,0,0,7
2375,1,0,0,2,2,1,1,2,0,1
2376,1,1,0,2,2,1,1,2,0,2
2377,1,1,2,2,2,1,1,2,0,8
2378,0,0,0,0,0,0,0,0,0,0
2379,1,0,0,0,0,0,0,0,0,4
2380,1,0,0,0,2,0,0,0,0,6
2381,1,0,0,0,2,0,1,0,0,3
2382,1,0,0,2,2,0,1,0,0,5
2383,1,0,0,2,2,1,1,0,0,7
2384,1,0,0,2,2,1,1,2,0,1
2385,1,1,0,2,2,1,1,2,0,2
2386,1,1,2,2,2,1,1,2,0,8
2387,0,0,0,0,0,0,0,0,0,0
2388,1,0,0,0,0,0,0,0,0,4
2389,1,0,0,0,2,0,0,0,0,6
2390,1,0,0,0,2,0,1,0,0,3
2391,1,0,0,2,2,0,1,0,0,1
2392,1,1,0,2,2,0,1,0,0,2
2393,1,1,2,2,2,0,1,0,0,5
2394,1,1,2,2,2,1,1,0,0,8
2395,1,1,2,2,2,1,1,0,2,7
2396,0,0,0,0,0,0,0,0,0,4
2397,0,0,0,0,1,0,0,0,0,0
2398,2,0,0,0,1,0,0,0,0,3
2399,2,0,0,1,1,0,0,0,0,5
2400,2,0,0,1,1,2,0,0,0,1
2401,2,1,0,1,1,2,0,0,0,7
2402,2,1,0,1,1,2,0,2,0,2
2403,2,1,1,1,1,2,0,2,0,6
2404,2,1,1,1,1,2,2,2,0,8
2405,0,0,0,0,0,0,0,0,0,3
2406,0,0,0,1,0,0,0,0,0,4
2407,0,0,0,1,2,0,0,0,0,6
2408,0,0,0,1,2,0,1,0,0,0
2409,2,0,0,1,2,0,1,0,0,8
2410,2,0,0,1,2,0,1,0,1,1
2411,2,2,0,1,2,0,1,0,1,2
2412,2,2,1,1,2,0,1,0,1,7
2413,0,0,0,0,0,0,0,0,0,0
2414,1,0,0,0,0,0,0,0,0,4
2415,1,0,0,0,2,0,0,0,0,2
2416,1,0,1,0,2,0,0,0,0,1
2417,1,2,1,0,2,0,0,0,0,7
2418,1,2,1,0,2,0,0,1,0,5
2419,1,2,1,0,2,2,0,1,0,3
2420,1,2,1,1,2,2,0,1,0,6
2421,1,2,1,1,2,2,2,1,0,8
2422,0,0,0,0,0,0,0,0,0,0
2423,1,0,0,0,0,0,0,0,0,4
2424,1,0,0,0,2,0,0,0,0,2
2425,1,0,1,0,2,0,0,0,0,1
2426,1,2,1,0,2,0,0,0,0,3
2427,1,2,1,1,2,0,0,0,0,6
2428,1,2,1,1,2,0,2,0,0,7
2429,1,2,1,1,2,0,2,1,0,8
2430,1,2,1,1,2,0,2,1,2,5
2431,0,0,0,0,0,0,0,0,0,1
2432,0,1,0,0,0,0,0,0,0,0
2433,2,1,0,0,0,0,0,0,0,4
2434,2,1,0,0,1,0,0,0,0,6
2435,2,1,0,0,1,0,2,0,0,3
2436,2,1,0,1,1,0,2,0,0,5
2437,2,1,0,1,1,2,2,0,0,7
2438,0,0,0,0,0,0,0,0,0,0
2439,1,0,0,0,0,0,0,0,0,4
2440,1,0,0,0,2,0,0,0,0,6
2441,1,0,0,0,2,0,1,0,0,3
2442,1,0,0,2,2,0,1,0,0,5
2443,1,0,0,2,2,1,1,0,0,7
2444,1,0,0,2,2,1,1,2,0,1
2445,1,1,0,2,2,1,1,2,0,2
2446,1,1,2,2,2,1,1,2,0,8
2447,0,0,0,0,0,0,0,0,0,0
2448,1,0,0,0,0,0,0,0,0,4
2449,1,0,0,0,2,0,0,0,0,6
2450,1,0,0,0,2,0,1,0,0,3
2451,1,0,0,2,2,0,1,0,0,5
2452,1,0,0,2,2,1,1,0,0,1
2453,1,2,0,2,2,1,1,0,0,7
2454,1,2,0,2,2,1,1,1,0,8
2455,1,2,0,2,2,1,1,1,2,2
2456,0,0,0,0,0,0,0,0,0,0
2457,1,0,0,0,0,0,0,0,0,4
2458,1,0,0,0,2,0,0,0,0,6
2459,1,0,0,0,2,0,1,0,0,3
2460,1,0,0,2,2,0,1,0,0,1
2461,1,1,0,2,2,0,1,0,0,2
2462,1,1,2,2,2,0,1,0,0,5
2463,1,1,2,2,2,1,1,0,0,7
2464,1,1,2,2,2,1,1,2,0,8
2465,0,0,0,0,0,0,0,0,0,0
2466,1,0,0,0,0,0,0,0,0,4
2467,1,0,0,0,2,0,0,0,0,1
2468,1,1,0,0,2,0,0,0,0,2
2469,1,1,2,0,2,0,0,0,0,6
2470,1,1,2,0,2,0,1,0,0,3
2471,1,1,2,2,2,0,1,0,0,5
2472,1,1,2,2,2,1,1,0,0,7
2473,1,1,2,2,2,1,1,2,0,8
2474,0,0,0,0,0,0,0,0,0,0
2475,1,0,0,0,0,0,0,0,0,4
2476,1,0,0,0,2,0,0,0,0,3
2477,1,0,0,1,2,0,0,0,0,6
2478,1,0,0,1,2,0,2,0,0,2
2479,1,0,1,1,2,0,2,0,0,1
2480,1,2,1,1,2,0,2,0,0,7
2481,1,2,1,1,2,0,2,1,0,8
2482,1,2,1,1,2,0,2,1,2,5
2483,0,0,0,0,0,0,0,0,0,6
2484,0,0,0,0,0,0,1,0,0,0
2485,2,0,0,0,0,0,1,0,0,4
2486,2,0,0,0,1,0,1,0,0,2
2487,2,0,2,0,1,0,1,0,0,1
2488,2,1,2,0,1,0,1,0,0,7
2489,2,1,2,0,1,0,1,2,0,3
2490,2,1,2,1,1,0,1,2,0,5
2491,2,1,2,1,1,2,1,2,0,8
2492,0,0,0,0,0,0,0,0,0,3
2493,0,0,0,1,0,0,0,0,0,4
2494,0,0,0,1,2,0,0,0,0,6
2495,0,0,0,1,2,0,1,0,0,0
2496,2,0,0,1,2,0,1,0,0,8
2497,2,0,0,1,2,0,1,0,1,1
2498,2,2,0,1,2,0,1,0,1,2
2499,2,2,1,1,2,0,1,0,1,7
2500,0,0,0,0,0,0,0,0,0,0
2501,1,0,0,0,0,0,0,0,0,4
2502,1,0,0,0,2,0,0,0,0,6
2503,1,0,0,0,2,0,1,0,0,3
2504,1,0,0,2,2,0,1,0,0,5
2505,1,0,0,2,2,1,1,0,0,1
2506,1,2,0,2,2,1,1,0,0,7
2507,1,2,0,2,2,1,1,1,0,8
2508,1,2,0,2,2,1,1,1,2,2
2509,0,0,0,0,0,0,0,0,0,4
2510,0,0,0,0,1,0,0,0,0,0
2511,2,0,0,0,1,0,0,0,0,6
2512,2,0,0,0,1,0,1,0,0,2
2513,2,0,2,0,1,0,1,0,0,1
2514,2,1,2,0,1,0,1,0,0,7
2515,2,1,2,0,1,0,1,2,0,5
2516,2,1,2,0,1,1,1,2,0,3
2517,2,1,2,2,1,1,1,2,0,8
2518,0,0,0,0,0,0,0,0,0,0
2519,1,0,0,0,0,0,0,0,0,4
2520,1,0,0,0,2,0,0,0,0,6
2521,1,0,0,0,2,0,1,0,0,3
2522,1,0,0,2,2,0,1,0,0,1
2523,1,1,0,2,2,0,1,0,0,2
2524,1,1,2,2,2,0,1,0,0,5
2525,1,1,2,2,2,1,1,0,0,7
2526,1,1,2,2,2,1,1,2,0,8
2527,0,0,0,0,0,0,0,0,0,4
2528,0,0,0,0,1,0,0,0,0,0
2529,2,0,0,0,1,0,0,0,0,1
2530,2,1,0,0,1,0,0,0,0,7
2531,2,1,0,0,1,0,0,2,0,3
2532,2,1,0,1,1,0,0,2,0,5
2533,2,1,0,1,1,2,0,2,0,2
2534,2,1,1,1,1,2,0,2,0,6
2535,2,1,1,1,1,2,2,2,0,8
2536,0,0,0,0,0,0,0,0,0,4
2537,0,0,0,0,1,0,0,0,0,0
2538,2,0,0,0,1,0,0,0,0,3
2539,2,0,0,1,1,0,0,0,0,5
2540,2,0,0,1,1,2,0,0,0,6
2541,2,0,0,1,1,2,1,0,0,2
2542,2,0,2,1,1,2,1,0,0,1
2543,2,1,2,1,1,2,1,0,0,7
2544,2,1,2,1,1,2,1,2,0,8
2545,0,0,0,0,0,0,0,0,0,3
2546,0,0,0,1,0,0,0,0,0,4
2547,0,0,0,1,2,0,0,0,0,8
2548,0,0,0,1,2,0,0,0,1,6
2549,0,0,0,1,2,0,2,0,1,2
2550,0,0,1,1,2,0,2,0,1,1
2551,0,2,1,1,2,0,2,0,1,7
2552,0,2,1,1,2,0,2,1,1,5
2553,0,2,1,1,2,2,2,1,1,0
2554,0,0,0,0,0,0,0,0,0,4
2555,0,0,0,0,1,0,0,0,0,0
2556,2,0,0,0,1,0,0,0,0,6
2557,2,0,0,0,1,0,1,0,0,2
2558,2,0,2,0,1,0,1,0,0,1
2559,2,1,2,0,1,0,1,0,0,7
2560,2,1,2,0,1,0,1,2,0,5
2561,2,1,2,0,1,1,1,2,0,3
2562,2,1,2,2,1,1,1,2,0,8
2563,0,0,0,0,0,0,0,0,0,6
2564,0,0,0,0,0,0,1,0,0,4
2565,0,0,0,0,2,0,1,0,0,3
2566,0,0,0,1,2,0,1,0,0,0
2567,2,0,0,1,2,0,1,0,0,8
2568,2,0,0,1,2,0,1,0,1,1
2569,2,2,0,1,2,0,1,0,1,7
2570,0,0,0,0,0,0,0,0,0,6
2571,0,0,0,0,0,0,1,0,0,0
2572,2,0,0,0,0,0,1,0,0,4
2573,2,0,0,0,1,0,1,0,0,2
2574,2,0,2,0,1,0,1,0,0,1
2575,2,1,2,0,1,0,1,0,0,7
2576,2,1,2,0,1,0,1,2,0,5
2577,2,1,2,0,1,1,1,2,0,3
2578,2,1,2,2,1,1,1,2,0,8
2579,0,0,0,0,0,0,0,0,0,4
2580,0,0,0,0,1,0,0,0,0,0
2581,2,0,0,0,1,0,0,0,0,6
2582,2,0,0,0,1,0,1,0,0,2
2583,2,0,2,0,1,0,1,0,0,1
2584,2,1,2,0,1,0,1,0,0,7
2585,2,1,2,0,1,0,1,2,0,5
2586,2,1,2,0,1,1,1,2,0,3
2587,2,1,2,2,1,1,1,2,0,8
2588,0,0,0,0,0,0,0,0,0,6
2589,0,0,0,0,0,0,1,0,0,0
2590,2,0,0,0,0,0,1,0,0,2
2591,2,0,1,0,0,0,1,0,0,4
2592,2,0,1,0,2,0,1,0,0,8
2593,2,0,1,0,2,0,1,0,1,7
2594,2,0,1,0,2,0,1,2,1,1
2595,2,1,1,0,2,0,1,2,1,5
2596,2,1,1,0,2,2,1,2,1,3
2597,0,0,0,0,0,0,0,0,0,1
2598,0,1,0,0,0,0,0,0,0,0
2599,2,1,0,0,0,0,0,0,0,6
2600,2,1,0,0,0,0,1,0,0,4
2601,2,1,0,0,2,0,1,0,0,8
2602,2,1,0,0,2,0,1,0,1,5
2603,2,1,0,0,2,2,1,0,1,3
2604,2,1,0,1,2,2,1,0,1,7
2605,2,1,0,1,2,2,1,2,1,2
2606,0,0,0,0,0,0,0,0,0,6
2607,0,0,0,0,0,0,1,0,0,4
2608,0,0,0,0,2,0,1,0,0,5
2609,0,0,0,0,2,1,1,0,0,0
2610,2,0,0,0,2,1,1,0,0,8
2611,2,0,0,0,2,1,1,0,1,1
2612,2,2,0,0,2,1,1,0,1,2
2613,0,0,0,0,0,0,0,0,0,6
2614,0,0,0,0,0,0,1,0,0,4
2615,0,0,0,0,2,0,1,0,0,5
2616,0,0,0,0,2,1,1,0,0,0
2617,2,0,0,0,2,1,1,0,0,8
2618,2,0,0,0,2,1,1,0,1,1
2619,2,2,0,0,2,1,1,0,1,7
2620,0,0,0,0,0,0,0,0,0,2
2621,0,0,1,0,0,0,0,0,0,0
2622,2,0,1,0,0,0,0,0,0,5
2623,2,0,1,0,0,1,0,0,0,4
2624,2,0,1,0,2,1,0,0,0,8
2625,0,0,0,0,0,0,0,0,0,4
2626,0,0,0,0,1,0,0,0,0,0
2627,2,0,0,0,1,0,0,0,0,6
2628,2,0,0,0,1,0,1,0,0,2
2629,2,0,2,0,1,0,1,0,0,1
2630,2,1,2,0,1,0,1,0,0,7
2631,2,1,2,0,1,0,1,2,0,5
2632,2,1,2,0,1,1,1,2,0,3
2633,2,1,2,2,1,1,1,2,0,8
2634,0,0,0,0,0,0,0,0,0,4
2635,0,0,0,0,1,0,0,0,0,0
2636,2,0,0,0,1,0,0,0,0,2
2637,2,0,1,0,1,0,0,0,0,6
2638,2,0,1,0,1,0,2,0,0,3
2639,2,0,1,1,1,0,2,0,0,5
2640,2,0,1,1,1,2,2,0,0,7
2641,2,0,1,1,1,2,2,1,0,1
2642,2,2,1,1,1,2,2,1,0,8
2643,0,0,0,0,0,0,0,0,0,4
2644,0,0,0,0,1,0,0,0,0,0
2645,2,0,0,0,1,0,0,0,0,6
2646,2,0,0,0,1,0,1,0,0,2
2647,2,0,2,0,1,0,1,0,0,1
2648,2,1,2,0,1,0,1,0,0,7
2649,2,1,2,0,1,0,1,2,0,5
2650,2,1,2,0,1,1,1,2,0,3
2651,2,1,2,2,1,1,1,2,0,8
2652,0,0,0,0,0,0,0,0,0,0
2653,1,0,0,0,0,0,0,0,0,4
2654,1,0,0,0,2,0,0,0,0,6
2655,1,0,0,0,2,0,1,0,0,3
2656,1,0,0,2,2,0,1,0,0,5
2657,1,0,0,2,2,1,1,0,0,1
2658,1,2,0,2,2,1,1,0,0,7
2659,1,2,0,2,2,1,1,1,0,8
2660,1,2,0,2,2,1,1,1,2,2
2661,0,0,0,0,0,0,0,0,0,4
2662,0,0,0,0,1,0,0,0,0,0
2663,2,0,0,0,1,0,0,0,0,3
2664,2,0,0,1,1,0,0,0,0,5
2665,2,0,0,1,1,2,0,0,0,1
2666,2,1,0,1,1,2,0,0,0,7
2667,2,1,0,1,1,2,0,2,0,2
2668,2,1,1,1,1,2,0,2,0,6
2669,2,1,1,1,1,2,2,2,0,8
2670,0,0,0,0,0,0,0,0,0,3
2671,0,0,0,1,0,0,0,0,0,4
2672,0,0,0,1,2,0,0,0,0,0
2673,1,0,0,1,2,0,0,0,0,6
2674,1,0,0,1,2,0,2,0,0,2
2675,1,0,1,1,2,0,2,0,0,1
2676,1,2,1,1,2,0,2,0,0,7
2677,1,2,1,1,2,0,2,1,0,5
2678,1,2,1,1,2,2,2,1,0,8
2679,0,0,0,0,0,0,0,0,0,4
2680,0,0,0,0,1,0,0,0,0,0
2681,2,0,0,0,1,0,0,0,0,1
2682,2,1,0,0,1,0,0,0,0,7
2683,2,1,0,0,1,0,0,2,0,3
2684,2,1,0,1,1,0,0,2,0,5
2685,2,1,0,1,1,2,0,2,0,6
2686,2,1,0,1,1,2,1,2,0,2
2687,2,1,2,1,1,2,1,2,0,8
2688,0,0,0,0,0,0,0,0,0,1
2689,0,1,0,0,0,0,0,0,0,4
2690,0,1,0,0,2,0,0,0,0,0
2691,1,1,0,0,2,0,0,0,0,2
2692,1,1,2,0,2,0,0,0,0,6
2693,1,1,2,0,2,0,1,0,0,3
2694,1,1,2,2,2,0,1,0,0,5
2695,1,1,2,2,2,1,1,0,0,7
2696,1,1,2,2,2,1,1,2,0,8
2697,0,0,0,0,0,0,0,0,0,2
2698,0,0,1,0,0,0,0,0,0,0
2699,2,0,1,0,0,0,0,0,0,4
2700,2,0,1,0,1,0,0,0,0,6
2701,2,0,1,0,1,0,2,0,0,3
2702,2,0,1,1,1,0,2,0,0,5
2703,2,0,1,1,1,2,2,0,0,1
2704,2,1,1,1,1,2,2,0,0,7
2705,2,1,1,1,1,2,2,2,0,8
2706,0,0,0,0,0,0,0,0,0,5
2707,0,0,0,0,0,1,0,0,0,4
2708,0,0,0,0,2,1,0,0,0,0
2709,1,0,0,0,2,1,0,0,0,6
2710,1,0,0,0,2,1,2,0,0,2
2711,1,0,1,0,2,1,2,0,0,1
2712,1,2,1,0,2,1,2,0,0,7
2713,1,2,1,0,2,1,2,1,0,8
2714,1,2,1,0,2,1,2,1,2,3
2715,0,0,0,0,0,0,0,0,0,6
2716,0,0,0,0,0,0,1,0,0,4
2717,0,0,0,0,2,0,1,0,0,3
2718,0,0,0,1,2,0,1,0,0,0
2719,2,0,0,1,2,0,1,0,0,8
2720,2,0,0,1,2,0,1,0,1,1
2721,2,2,0,1,2,0,1,0,1,2
2722,2,2,1,1,2,0,1,0,1,7
2723,0,0,0,0,0,0,0,0,0,0
2724,1,0,0,0,0,0,0,0,0,4
2725,1,0,0,0,2,0,0,0,0,6
2726,1,0,0,0,2,0,1,0,0,3
2727,1,0,0,2,2,0,1,0,0,1
2728,1,1,0,2,2,0,1,0,0,2
2729,1,1,2,2,2,0,1,0,0,5
2730,1,1,2,2,2,1,1,0,0,8
2731,1,1,2,2,2,1,1,0,2,7
